orcamento,lingua_original,titulo,popularidade,data_lancamento,faturamento,tempo,estado,rotulo,media_votos,contagem_votos
19000000,en,Adaptation.,26.441669,2002-12-06,32801173,114,Released,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",7.3,638
15000000,en,Land of the Dead,15.262492,2005-06-24,46770602,93,Released,The dead shall inherit the Earth.,6.0,381
0,cn,逃出生天,1.583918,2013-03-10,0,107,Released,,5.8,11
18500000,en,Fear and Loathing in Las Vegas,44.511363,1998-05-22,10680275,118,Released,"Buy the ticket, take the ride.",7.2,1301
18500000,en,The Invention of Lying,16.665841,2009-09-13,31912793,100,Released,In a world where everyone can only tell the truth... This guy can lie.,6.0,518
18000000,en,Neighbors,36.471231,2014-05-08,268157400,96,Released,Family vs. Frat,6.2,2713
23000000,en,The Mask,85.30318,1994-07-29,351583407,101,Released,From zero to hero.,6.6,2472
18000000,en,Big,20.716023,1988-06-03,151668774,104,Released,You're Only Young Once But For Josh It Might Just Last A Lifetime.,6.9,993
18000000,en,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,29.487784,2006-11-01,261572744,82,Released,"Come to Kazakhstan, it's nice!",6.5,1579
18000000,en,Legally Blonde,25.43954,2001-07-13,141774679,96,Released,Don't judge a book by its hair color!,6.1,882
18000000,en,Star Trek III: The Search for Spock,15.314027,1984-05-31,87000000,105,Released,A dying planet. A fight for life.,6.4,434
19000000,en,The Exorcism of Emily Rose,32.602868,2005-09-09,144216468,122,Released,What happened to Emily?,6.3,659
17000000,en,Deuce Bigalow: Male Gigolo,9.832326,1999-12-10,65535067,88,Released,He charges $10 but he’s willing to negotiate.,5.5,308
16000000,en,Left Behind,33.452469,2014-10-03,19682924,110,Released,The End Begins,3.7,392
0,en,The Family Stone,14.190837,2005-12-14,0,103,Released,Feel The Love,6.2,249
18000000,en,Barbershop 2:  Back in Business,6.501815,2004-01-20,65070412,106,Released,Let your hair down,5.6,74
23000000,en,Bad Santa,26.58873,2003-11-26,76488889,91,Released,He doesn't care if you're naughty or nice.,6.5,656
16500000,en,Austin Powers: International Man of Mystery,36.15716,1997-05-02,67683989,94,Released,"If he were any cooler, he'd still be frozen, baby!",6.5,1013
18000000,en,My Big Fat Greek Wedding 2,16.027955,2016-03-23,88923251,94,Released,People change. Greeks don't.,5.5,322
21000000,en,Diary of a Wimpy Kid: Rodrick Rules,14.329891,2011-03-25,72417394,99,Released,Welcome to the next grade,6.3,238
18000000,en,Predator,50.009408,1987-06-11,98235548,107,Released,"If it bleeds, we can kill it...",7.3,2093
18000000,en,Amadeus,31.82675,1984-10-26,51973029,160,Released,...Everything you've heard is true,7.8,1076
0,en,Prom Night,9.642041,2008-04-10,14796236,88,Released,A Night To Die For.,4.8,167
17000000,en,Mean Girls,36.423717,2004-04-30,129042871,97,Released,Welcome to girl world.,6.9,2320
0,en,Under the Tuscan Sun,12.309718,2003-04-30,0,113,Released,Life offers you a thousand chances ... all you have to do is take one.,6.4,172
19800000,en,Gosford Park,11.693272,2001-11-07,87754044,137,Released,Tea at four. Dinner at eight. Murder at midnight.,6.8,246
18000000,en,Peggy Sue Got Married,12.243887,1986-10-05,41382841,103,Released,"Knowing what you know now, what would you do differently?",5.9,136
18000000,en,Birdman,89.811154,2014-08-27,103215094,119,Released,or (The Unexpected Virtue of Ignorance),7.4,4535
18000000,en,Blue Jasmine,34.694216,2013-07-25,99206215,98,Released,Blue Moon. I used to know the words. Now they're all a jumble.,7.0,1098
15000000,en,United 93,17.50138,2006-04-28,76286096,111,Released,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",6.9,367
18000000,en,Honey,18.492655,2003-11-24,62646763,94,Released,Her dream. Her terms,6.0,303
18000000,en,Spy Hard,11.238522,1996-05-24,0,81,Released,All the action. All the women. Half the intelligence.,4.9,147
1000000,en,The Fog,14.518598,1980-02-08,21378361,89,Released,Lock your doors. Bolt your windows. There's something in THE FOG!,6.4,311
18000000,en,Soul Surfer,19.234672,2011-04-08,47088990,106,Released,"When you come back from a loss, beat the odds, and never say never, you find a champion.",6.9,342
18000000,en,Catch-22,4.504377,1970-06-24,24911670,121,Released,,6.7,72
0,en,Observe and Report,10.529143,2009-04-10,24007324,86,Released,"Right now, the world needs a hero.",5.6,225
18000000,en,Conan the Destroyer,18.379124,1984-06-29,100000000,103,Released,The most powerful legend of all is back in a new adventure.,5.8,383
18000000,en,Raging Bull,35.524457,1980-11-14,23000000,129,Released,,7.7,938
18000000,en,Love Happens,13.472365,2009-09-18,36133014,109,Released,Sometimes when you least expect it...,5.6,180
18000000,en,Young Sherlock Holmes,8.321586,1985-12-04,0,109,Released,"Before a lifetime of adventure, they lived the adventure of a lifetime.",6.7,167
0,en,Fame,7.668063,2009-01-01,0,107,Released,,5.5,135
18000000,en,127 Hours,52.464877,2010-11-05,35692920,94,Released,There is no force more powerful than the will to live.,7.0,2606
0,en,Small Time Crooks,11.423533,2000-05-19,0,94,Released,They took a bite out of crime,6.4,155
18000000,en,Center Stage,6.961736,2000-05-12,17200925,115,Released,Life doesn't hold tryouts.,6.8,90
17000000,en,Love the Coopers,9.191187,2015-11-12,24000000,107,Released,"Christmas means comfort, joy and chaos.",5.4,167
18000000,en,Catch That Kid,4.492859,2004-02-06,16702864,92,Released,They're on a mission without permission.,4.9,76
18000000,en,Life as a House,5.706767,2001-10-25,0,125,Released,"Seen from a distance, it's perfect.",7.2,120
30000000,en,Steve Jobs,53.670525,2015-10-09,34441873,122,Released,Can a great man be a good man?,6.8,1573
18000000,en,"I Love You, Beth Cooper",14.15192,2009-07-10,0,102,Released,Popularity is nice. Popular girls are not.,5.1,197
18000000,en,Youth in Revolt,13.462544,2009-09-11,0,87,Released,"Every ""Revolution"" Needs A Leader",5.9,319
18000000,en,The Legend of the Lone Ranger,11.725805,1981-08-20,2945600,98,Released,"The untold story of the man behind the mask, and the legend behind the man.",3.7,14
21000000,en,The Tailor of Panama,7.047975,2001-02-11,28008462,109,Released,"In a place this treacherous, what a good spy needs is a spy of his own.",6.2,92
18000000,en,Blow Out,13.628601,1981-07-24,12000000,108,Released,Murder has a sound all of its own!,7.3,236
18000000,en,Getaway,16.520516,2013-08-29,10501938,90,Released,Get in. Get out. Getaway.,4.9,246
18000000,en,The Ice Storm,14.916264,1997-09-27,8038061,112,Released,"It was 1973, and the climate was changing.",6.9,176
18000000,en,And So It Goes,9.633711,2014-07-20,25312387,94,Released,,5.7,164
0,en,Troop Beverly Hills,3.455018,1989-03-22,0,105,Released,"When the going gets tough, the tough go shopping!",5.6,56
0,en,Being Julia,1.946634,2004-09-03,0,104,Released,Passion. Obsession. Revenge. Prepare for the performance of a lifetime.,6.4,23
17000000,en,Nine 1/2 Weeks,12.313143,1986-02-14,6735922,117,Released,They Broke Every Rule,5.8,177
18000000,en,Dragonslayer,3.258422,1981-06-26,14110013,108,Released,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",6.5,67
0,en,The Last Station,3.659292,2009-09-04,0,112,Released,Intoxicating. Infuriating. Impossible. Love.,6.7,55
18000000,en,Ed Wood,24.548633,1994-09-27,5887457,127,Released,"When it came to making bad movies, Ed Wood was the best.",7.3,630
18000000,en,Labor Day,17.683563,2013-12-27,20275812,111,Released,,6.7,299
18000000,ru,Монгол,10.1449,2007-09-20,26527510,120,Released,Greatness comes to those who take it.,6.5,158
18000000,en,RockNRolla,31.887978,2008-09-04,25739015,114,Released,"A story of sex, thugs and rock 'n roll.",6.9,836
0,en,Megaforce,1.110179,1982-06-25,0,99,Released,Deeds not Words,3.5,15
0,en,Hamlet,9.814785,1996-12-25,0,242,Released,,7.3,117
25000000,en,Mao's Last Dancer,1.876811,2009-10-01,20719451,117,Released,最后的舞者,6.8,28
18000000,en,Midnight Special,32.717853,2016-02-18,6212282,112,Released,He's not like us.,6.2,694
0,en,Anything Else,8.945081,2003-08-27,0,108,Released,In any relationship one person always does the heavy lifting.,6.2,149
18000000,en,The Railway Man,13.916583,2013-12-26,22309223,116,Released,Revenge is never a straight line.,6.7,273
15238800,de,Das weisse Band,17.94739,2009-05-21,0,144,Released,,7.2,255
0,en,Restoration,2.525569,2016-05-03,0,90,Released,,5.3,11
2700000,en,The Wraith,10.47644,1986-11-21,3500000,93,Released,He's not from around here...,5.9,108
18000000,en,Salton Sea,10.991281,2002-01-01,676698,103,Released,"If you're looking for the truth, you've come to the wrong place.",7.0,104
18000000,en,Metallica: Through the Never,7.871686,2013-09-25,7972967,93,Released,Experience Metallica like never before,6.7,83
18000000,en,The Informers,6.333869,2008-11-05,382174,98,Released,Greed is good. Sex is easy. Youth is forever.,4.4,60
18000000,en,Carlos,1.138383,2010-05-19,871279,338,Released,The man who hijacked the world,6.7,50
18000000,en,I Come with the Rain,8.266124,2009-05-14,0,114,Released,,5.6,20
0,en,One Man's Hero,0.910529,1999-08-02,0,121,Released,One man's hero is another man's traitor.,9.3,2
3500000,en,Day of the Dead,18.025206,1985-07-19,34000000,96,Released,The darkest day of horror the world has ever known.,6.9,270
18000000,en,I Am Wrath,10.144222,2016-04-14,0,92,Released,I lay my vengeance upon them.,4.5,179
18000000,fr,Renaissance,9.244181,2006-03-16,1831348,105,Released,Paris 2054. Live forever or die trying,6.7,77
17900000,en,Red Sonja,12.752463,1985-04-09,6948633,89,Released,A woman and a warrior that became a legend.,5.0,206
14000000,en,Red Lights,22.748174,2012-03-02,13551174,119,Released,How much do you want to believe?,6.0,376
20000000,en,Superbad,33.436092,2007-08-17,121463226,113,Released,Come and Get Some!,7.0,2100
0,en,Madea Goes to Jail,3.107371,2009-02-16,90508336,103,Released,,6.4,52
18000000,en,Wolves,7.922639,2014-08-28,0,90,Released,Unleash the beast,5.7,82
23000000,en,Step Up 2: The Streets,28.973074,2008-02-14,150816700,98,Released,It's not where you're from. It's where you're at.,6.5,640
15000000,en,Hoodwinked!,23.980329,2005-12-16,51053787,80,Released,Armed And Dangerously Dumb.,5.9,479
17500000,en,Hotel Rwanda,28.60542,2004-09-11,38000000,121,Released,"When the world closed its eyes, he opened his arms.",7.5,793
24000000,en,Hitman,42.669304,2007-11-21,99965753,89,Released,Assassin 47,5.9,966
17500000,en,Black Nativity,7.180403,2013-11-27,7018189,93,Released,The Musical Event of the Holiday Season,5.8,16
18000000,en,The Prince,21.638673,2014-08-22,266586800,93,Released,Mercy is for the Weak,4.6,218
0,en,City of Ghosts,2.64486,2002-01-01,0,116,Released,,5.4,18
0,en,The Others,25.881355,2001-08-02,0,101,Released,"Sooner or later she'll see them, then everything will be different.",7.4,1660
18500000,en,Aliens,67.66094,1986-07-18,183316455,137,Released,This Time It's War,7.7,3220
17000000,en,My Fair Lady,20.786616,1964-10-21,72070731,170,Released,The loverliest motion picture of them all!,7.4,352
17000000,en,I Know What You Did Last Summer,27.654472,1997-10-17,125586134,100,Released,"If you're going to bury the truth, make sure it stays buried.",5.6,687
17000000,en,Let's Be Cops,70.668923,2014-08-13,136621271,104,Released,Fake Cops. Real Trouble.,6.4,1219
16000000,en,Sideways,23.425431,2004-10-22,109502303,126,Released,In search of wine. In search of women. In search of themselves.,6.9,478
17500000,en,Beerfest,14.304444,2006-08-25,19179969,110,Released,Prepare for the ultimate chug of war.,5.8,172
300000,en,Halloween,30.301307,1978-10-25,70000000,91,Released,The Night He Came Home,7.4,1035
17000000,en,Good Boy!,3.56033,2003-10-10,0,87,Released,Rover is about to take over.,4.7,30
17000000,en,The Best Man Holiday,7.210095,2013-11-15,71625195,123,Released,Times change. Friendship doesn't.,6.7,110
17000000,en,Smokin' Aces,23.491962,2006-12-09,57103895,109,Released,Nobody gets away clean.,6.4,534
20000000,en,Saw 3D,36.133536,2010-10-21,136150434,90,Released,The Traps Come Alive,5.8,730
17000000,en,40 Days and 40 Nights,14.18136,2002-03-01,0,94,Released,Easier said than done.,5.2,297
17000000,en,A Night at the Roxbury,12.709227,1998-10-01,30331165,81,Released,Score!,5.9,198
17000000,en,Beastly,24.054062,2011-01-21,43165571,86,Released,Love is never ugly.,6.0,849
15000000,en,The Hills Have Eyes,35.107857,2006-03-10,69623713,107,Released,The lucky ones die first.,6.1,705
0,en,Dickie Roberts: Former Child Star,10.149569,2003-09-05,0,98,Released,50 million people used to watch him on TV. Now he washes their cars.,5.1,64
0,en,"McFarland, USA",14.023082,2015-02-20,45710059,128,Released,Champions Can Come From Anywhere.,7.4,213
0,en,Lottery Ticket,9.054803,2010-08-20,0,99,Released,Winning is Just the Beginning Surviving is Another Story,5.6,54
20000000,en,ATL,5.422285,2006-03-31,21170563,105,Released,A New American Story,6.0,32
17000000,en,Pitch Perfect,32.746486,2012-09-28,115350426,112,Released,Get pitch slapped.,7.3,2247
34000000,en,Summer Catch,3.960098,2001-08-22,19693891,108,Released,Are you game?,4.8,63
0,en,A Simple Plan,10.178917,1998-12-11,0,121,Released,Sometimes good people do evil things.,6.9,187
17000000,en,They,4.544216,2002-11-01,0,89,Released,Are you afraid of the dark? You should be.,4.6,74
0,en,Larry the Cable Guy: Health Inspector,2.184708,2006-03-24,0,89,Released,,3.3,17
0,en,The Adventures of Elmo in Grouchland,3.09159,1999-10-01,0,73,Released,"The Good, The Bad and The Stinky.",6.3,14
17000000,en,Brooklyn's Finest,18.790102,2009-01-16,29536299,133,Released,This is War. This is Brooklyn.,6.2,293
17000000,en,55 Days at Peking,3.321095,1963-05-06,10000000,154,Released,A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!,6.3,36
17000000,en,Evil Dead,33.912116,2013-04-05,97542952,91,Released,The most terrifying film you will ever experience.,6.4,1723
17000000,en,My Life in Ruins,5.787891,2009-02-06,20455276,95,Released,The most fun you can have without a passport.,5.6,101
17000000,en,American Dreamz,7.864011,2006-03-04,7314027,107,Released,Imagine a country where more people vote for a pop idol than they do for their next President.,4.9,95
17000000,en,Superman IV: The Quest for Peace,17.062117,1987-07-23,19300000,90,Released,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",4.1,318
0,en,How She Move,1.782666,2008-01-25,0,94,Released,,3.0,6
17000000,en,Running Scared,19.311572,2006-01-06,9500000,122,Released,Every bullet leaves a trail.,7.0,331
0,en,Bobby Jones: Stroke of Genius,2.897449,2004-04-30,0,120,Released,,5.5,19
17000000,en,Shanghai Surprise,0.138564,1986-08-29,0,97,Released,A romantic adventure for the dangerous at heart.,2.9,15
40000000,en,The Illusionist,36.960953,2006-08-18,86915017,110,Released,Nothing Is What It Seems.,7.1,1615
17000000,en,Roar,1.15641,1981-11-12,2000000,102,Released,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,5.6,19
17000000,en,Veronica Guerin,9.583578,2003-07-11,1569918,98,Released,Why would anyone want to kill Veronica Guerin?,6.8,59
17000000,en,Escobar: Paradise Lost,25.112567,2014-10-11,3758328,120,Released,Welcome to the family,6.1,271
17000000,en,Southland Tales,9.349386,2006-05-15,374743,144,Released,Have a nice apocalypse.,5.2,153
15000000,fr,Chasseurs de dragons,8.884405,2008-03-19,0,80,Released,Dragon hunting isn't a fairy tale,6.5,129
17000000,en,Damnation Alley,2.215261,1977-09-10,8720000,91,Released,,5.0,27
17000000,en,The Apparition,6.385234,2012-08-23,9627492,82,Released,Once You Believe You Die,4.5,140
16500000,en,My Girl,20.935169,1991-11-27,0,102,Released,"When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy.",7.0,428
16800000,en,Fur: An Imaginary Portrait of Diane Arbus,4.358255,2006-08-30,2281089,122,Released,A love story.,5.8,73
15000000,en,Wall Street,24.898687,1987-12-10,43848069,126,Released,Every dream has a price.,7.0,546
16500000,en,Sense and Sensibility,20.898711,1995-12-13,135000000,136,Released,Lose your heart and come to your senses.,7.2,352
